32413,44068,0,74247,0,59516,0,0,0,0,0,88950,19764,22946,96996,81975,0,0,0,0,0,0,48888,32804,0,97231,0,13543,47957,0,0,62734,0,0,0,0,0,0,0,0,44791,0,7548,0,109069,0,53366,0,0,52271,0,0,62220,0,124588,0,0,49078,0,0,0,
75963,0,0,0,18006,0,34463,0,21081,0,0,73896,137604,0,94316,0,0,0,0,0,64453,17696,0,75940,49904,0,0,61622,0,17210,0,0,11960,0,0,4701,0,78368,29897,0,0,0,69352,0,0,55119,0,121771,38809,0,15648,132672,37781,0,88823,8786,92811,0,0,156420,14808,
0,98079,0,0,75694,0,31804,24571,0,53108,18875,0,11501,77922,0,0,8009,0,25950,0,0,22308,0,37433,0,10463,0,15356,73775,18768,59109,0,0,18994,2311,0,38088,0,0,77151,112438,67200,28902,0,4287,27926,90620,0,0,96054,0,29196,46609,0,32665,0,42638,0,0,0,117630,
0,26037,0,0,0,27935,54989,13494,12674,19157,0,31649,0,0,0,1633,0,0,100357,0,46195,0,68027,85812,0,31144,6064,0,72966,40409,0,0,0,0,33356,2105,0,10386,4887,109182,0,18459,114459,34923,49486,0,0,21281,11079,32913,0,0,0,0,0,97017,0,39013,53215,25614,2595,
0,26066,0,0,0,115230,0,25636,0,0,0,0,0,20104,54326,0,16975,0,0,18270,48275,682,0,0,20182,0,74611,0,0,71031,0,0,29925,7224,64228,0,0,82552,0,0,121546,5174,98146,19664,13426,0,101638,0,76450,0,0,42883,0,0,0,29805,0,0,0,0,0,
74344,0,81184,54389,13042,0,0,0,0,74518,0,64695,0,39606,0,0,0,0,0,92870,29674,23944,16200,9103,0,0,72804,0,26062,87706,0,79699,36899,0,77523,126146,0,0,141696,7961,0,111910,18061,8520,74112,0,0,0,117019,10652,478,0,18042,0,0,25759,0,27941,0,0,0,
123159,0,37341,0,0,41050,0,50677,36493,42286,21560,56411,53198,0,0,81203,0,0,49265,0,31433,0,0,0,86080,9754,0,68236,0,119688,39625,935,28824,101893,47886,0,0,8456,0,16810,47446,0,0,27236,0,107904,0,0,24147,61421,0,42309,0,0,0,0,0,69906,64455,0,84168,
0,0,0,39599,68921,0,76957,139490,0,0,30627,70215,0,0,0,0,0,78367,0,0,63288,0,141412,5516,0,0,86564,66847,0,0,0,0,0,0,0,93143,0,0,0,97815,0,0,19366,59494,1999,39368,0,21203,0,53629,0,0,112506,0,11405,0,86872,0,53424,0,0,
0,0,148608,0,0,43869,0,0,56477,30242,0,2397,81678,0,69867,12561,69693,0,0,0,63293,0,179165,0,0,0,0,0,32641,0,0,0,78237,3814,26849,53613,0,76820,0,0,44949,0,19383,0,0,162478,0,2917,5743,0,0,81985,24819,0,93230,0,0,66624,18171,0,0,
24994,0,0,0,0,0,0,44395,0,188062,61817,0,2868,90550,0,0,0,40535,0,0,0,98686,0,30446,13926,0,0,0,53866,0,7062,0,0,127214,0,0,42844,76648,6699,0,6618,0,0,0,0,21366,346,34647,33684,64217,0,0,0,0,0,0,98066,17222,98778,728,24485,
