0,0,0,0,29788,0,0,12600,0,0,24579,120374,3202,0,0,0,4010,0,37796,40282,0,59205,44591,0,43302,98650,0,15125,0,44355,0,0,33871,41246,10511,0,0,0,0,14503,36406,0,28086,0,0,568,0,0,0,0,0,95850,125736,53526,65099,25781,0,0,0,0,5206,
15347,99988,14997,4699,0,0,0,95746,0,15672,60975,3014,86855,82431,0,47131,0,58961,52802,0,0,43754,43512,0,0,0,0,0,0,0,3462,3951,5342,61689,23869,6967,53110,22502,0,18537,0,0,56789,0,0,0,42350,91806,61414,0,0,14926,0,0,74316,66532,0,48355,0,0,0,
77275,5502,0,0,0,3428,0,0,0,0,115598,3904,134595,2984,0,31607,0,0,0,54999,0,25753,0,0,37649,0,0,0,2298,16105,15897,21157,62142,92344,0,0,46814,0,0,0,0,17851,0,119263,129603,54655,2410,178917,0,21757,46038,3517,14007,0,104932,0,39892,73175,0,80526,0,
0,32998,11523,5397,75099,0,0,21865,0,17626,0,0,11388,0,34692,0,0,0,18807,33767,75779,0,0,13125,84766,16774,0,27399,10146,0,0,0,92444,0,82400,9458,36331,0,0,0,0,34097,0,0,0,0,72111,57070,13833,0,0,0,30464,0,0,56157,0,0,0,0,0,
19931,30142,78745,43041,0,0,0,48517,108070,99009,0,0,0,0,70237,0,65801,0,0,130221,9194,0,0,8455,44526,31620,699,0,0,0,0,15896,0,43824,0,111808,21034,126160,105443,15165,107080,0,0,0,0,54195,63849,75847,0,0,0,777,0,0,78320,158557,61476,54395,79449,0,87343,
9238,0,0,0,0,2036,0,27959,41114,0,0,0,0,36632,34656,31272,101008,49311,57448,0,0,138123,40184,998,23194,0,0,3800,74135,60790,18460,0,0,0,82942,0,0,0,29857,0,0,0,0,10644,46897,67598,0,0,0,0,73416,3736,0,68328,0,0,77240,0,35263,165620,119816,
13469,0,0,104691,110742,766,66756,9564,0,118796,98345,39123,147703,54445,27470,0,0,112878,0,0,0,46785,0,0,0,0,19599,42247,51769,0,6189,24329,64553,0,0,41067,0,0,0,0,40685,0,0,0,72591,0,0,0,84339,0,38491,0,0,0,32849,89385,21210,38003,101683,0,0,
0,0,70255,0,91118,0,0,0,69576,7056,0,0,7368,0,0,0,23557,6434,0,0,0,0,0,117952,0,0,8973,27455,51225,0,0,52706,0,39677,4748,4208,0,0,0,0,24783,82297,60977,13363,4771,0,0,96572,0,0,40004,59691,0,50762,0,0,0,11639,0,0,0,
0,100198,134186,36840,0,0,7995,10758,9833,0,0,5120,0,59691,73720,1533,40522,407,42228,0,5327,8202,0,17528,9297,38842,0,114902,0,0,0,0,0,53697,0,0,0,52866,0,0,17599,17171,0,0,89514,65756,0,0,0,52506,74559,0,19166,48981,0,0,22348,60618,0,17346,0,
0,0,0,0,0,0,0,21942,66266,11224,22507,0,0,123210,66358,0,0,0,0,39495,13734,0,92991,69093,0,68097,0,37361,24427,43810,0,0,18956,0,92290,0,97280,0,0,0,0,0,0,16985,8420,9834,0,0,17995,0,0,33469,84093,0,0,60967,44008,0,44185,39978,0,
0,4925,0,38090,0,105996,9393,63162,0,94499,101813,0,40931,0,117005,77065,100533,27539,54971,0,27708,104143,12362,0,42761,51058,0,53770,0,0,11286,43881,0,0,9584,1652,0,0,65971,106557,0,0,4010,33679,59214,0,0,0,0,0,96188,0,20794,127410,69348,0,0,11100,0,0,116505,
0,21333,0,0,0,0,0,0,0,16273,0,64276,27583,90085,9455,0,24384,0,9854,115086,74845,22057,0,0,0,0,0,17477,44463,0,9057,14937,0,26213,0,140386,108778,43563,73525,0,0,16258,0,0,7833,83170,0,15216,43680,92205,0,17274,0,0,0,0,17761,52543,10637,0,0,
57753,1328,52861,18157,0,0,0,32876,0,0,0,0,0,29631,0,0,0,0,0,7570,0,73853,0,0,0,59492,62038,194619,59407,0,0,59941,0,115928,0,0,0,0,0,0,0,0,0,116568,110321,23052,0,113962,74883,14865,0,0,23270,0,68000,0,0,0,32529,0,39320,
3719,52737,0,85581,0,0,0,0,0,22869,4996,0,0,27683,0,0,0,0,35413,0,20037,0,0,0,79116,0,0,51650,0,0,0,0,0,0,0,15148,0,6871,0,0,0,75450,24289,0,0,0,0,0,8167,0,0,0,14266,50747,0,0,0,155361,17565,0,0,
0,0,58010,116944,0,4957,72821,22463,33105,0,0,0,0,0,22134,0,46899,113124,14278,0,0,0,11414,0,27454,17677,0,80911,38966,0,0,106203,158217,32064,0,0,108764,29488,70883,0,144639,106100,77225,0,0,0,26152,38770,0,0,46727,3561,0,0,0,61654,28161,0,0,103026,40512,
0,0,74345,9299,86490,74194,34557,0,47536,0,0,104416,105843,9395,78486,66771,16549,19198,0,72581,32379,0,0,89315,86377,0,4165,0,0,0,0,0,8454,0,22481,14269,33544,0,0,68189,58270,0,0,42076,33300,0,0,0,25852,55765,115171,55847,62930,0,0,24303,0,0,10227,37403,59845,
56374,23358,0,64930,11111,0,0,0,0,0,0,1801,51403,0,66299,57586,0,0,0,22640,0,47734,0,51561,32787,0,134591,0,16836,0,15016,100884,121816,86253,51094,0,38448,81473,30320,0,8688,113025,59891,0,0,0,20941,30253,23183,42884,0,4900,6169,0,0,71079,22318,0,0,61460,61313,
